id,trade_date,fixed_asset_id,asset_detail_id,beginning_amt,acquisition,depreciation,disposal,net_book_value
BF00004193,2023-09-15,FA10050,AD10050,15095.0,4.87,2.81,2.07,15094.99
BF00004194,2023-09-18,FA10050,AD10050,15094.99,9.25,13.15,3.77,15087.32
BF00004195,2023-09-19,FA10050,AD10050,15087.32,3.23,0.21,2.08,15088.26
BF00004196,2023-09-20,FA10050,AD10050,15088.26,0.36,12.08,0.02,15076.52
BF00004197,2023-09-21,FA10050,AD10050,15076.52,0.02,3.01,6.66,15066.87
BF00004198,2023-09-22,FA10050,AD10050,15066.87,4.92,3.32,1.6,15066.87
BF00004199,2023-09-25,FA10050,AD10050,15066.87,5.15,10.3,6.5,15055.22
BF00004200,2023-09-26,FA10050,AD10050,15055.22,13.52,6.92,4.36,15057.46
BF00004201,2023-09-27,FA10050,AD10050,15057.46,0.64,8.68,6.04,15043.38
BF00004202,2023-09-28,FA10050,AD10050,15043.38,7.55,5.69,6.46,15038.78
BF00004203,2023-09-29,FA10050,AD10050,15038.78,8.23,17.56,3.79,15025.66
BF00004204,2023-10-02,FA10050,AD10050,15025.66,9.96,5.35,6.68,15023.59
BF00004205,2023-10-03,FA10050,AD10050,15023.59,9.1,9.98,5.12,15017.59
BF00004206,2023-10-04,FA10050,AD10050,15017.59,0.12,15.74,3.5,14998.47
BF00004207,2023-10-05,FA10050,AD10050,14998.47,9.0,12.23,4.37,14990.87
BF00004208,2023-10-06,FA10050,AD10050,14990.87,4.59,5.95,1.3,14988.21
BF00004209,2023-10-09,FA10050,AD10050,14988.21,11.01,10.18,0.07,14988.97
BF00004210,2023-10-10,FA10050,AD10050,14988.97,2.68,1.53,1.71,14988.41
BF00004211,2023-10-11,FA10050,AD10050,14988.41,10.2,10.05,2.9,14985.66
BF00004212,2023-10-12,FA10050,AD10050,14985.66,8.91,7.95,1.52,14985.1
BF00004213,2023-10-13,FA10050,AD10050,14985.1,9.29,13.96,3.43,14977.0
BF00004214,2023-10-16,FA10050,AD10050,14977.0,2.51,15.62,4.39,14959.5
BF00004215,2023-10-17,FA10050,AD10050,14959.5,9.53,3.68,4.38,14960.97
BF00004216,2023-10-18,FA10050,AD10050,14960.97,10.5,1.5,5.97,14964.0
BF00004217,2023-10-19,FA10050,AD10050,14964.0,6.97,7.19,6.45,14957.33
BF00004218,2023-10-20,FA10050,AD10050,14957.33,4.85,9.84,5.95,14946.39
BF00004219,2023-10-23,FA10050,AD10050,14946.39,2.37,6.94,4.14,14937.68
BF00004220,2023-10-24,FA10050,AD10050,14937.68,4.13,11.58,1.37,14928.86
BF00004221,2023-10-25,FA10050,AD10050,14928.86,10.88,9.31,6.3,14924.13
BF00004222,2023-10-26,FA10050,AD10050,14924.13,5.83,17.25,1.17,14911.54
BF00004223,2023-10-27,FA10050,AD10050,14911.54,10.01,7.54,1.01,14913.0
BF00004224,2023-10-30,FA10050,AD10050,14913.0,10.54,1.52,2.12,14919.9
BF00004225,2023-10-31,FA10050,AD10050,14919.9,9.61,5.56,3.83,14920.12
BF00004226,2023-11-01,FA10050,AD10050,14920.12,9.6,11.16,4.55,14914.01
BF00004227,2023-11-02,FA10050,AD10050,14914.01,8.7,4.72,0.09,14917.9
BF00004228,2023-11-03,FA10050,AD10050,14917.9,7.39,4.95,5.2,14915.14
BF00004229,2023-11-06,FA10050,AD10050,14915.14,2.82,6.26,1.17,14910.53
BF00004230,2023-11-07,FA10050,AD10050,14910.53,12.01,13.74,1.98,14906.82
BF00004231,2023-11-08,FA10050,AD10050,14906.82,13.74,17.32,2.15,14901.09
BF00004232,2023-11-09,FA10050,AD10050,14901.09,6.65,6.45,2.22,14899.07
BF00004233,2023-11-10,FA10050,AD10050,14899.07,13.3,3.6,5.08,14903.69
BF00004234,2023-11-13,FA10050,AD10050,14903.69,14.22,7.75,0.27,14909.89
BF00004235,2023-11-14,FA10050,AD10050,14909.89,6.93,6.48,1.31,14909.03
BF00004236,2023-11-15,FA10050,AD10050,14909.03,10.32,18.24,0.15,14900.96
BF00004237,2023-11-16,FA10050,AD10050,14900.96,9.17,8.54,5.2,14896.39
BF00004238,2023-11-17,FA10050,AD10050,14896.39,3.38,12.51,6.57,14880.69
BF00004239,2023-11-20,FA10050,AD10050,14880.69,0.67,16.83,4.4,14860.13
BF00004240,2023-11-21,FA10050,AD10050,14860.13,6.46,11.59,3.94,14851.06
BF00004241,2023-11-22,FA10050,AD10050,14851.06,11.22,4.59,6.06,14851.63
BF00004242,2023-11-24,FA10050,AD10050,14851.63,4.63,11.19,1.7,14843.37
BF00004243,2023-11-27,FA10050,AD10050,14843.37,11.18,7.4,0.44,14846.71
BF00004244,2023-11-28,FA10050,AD10050,14846.71,9.33,7.78,3.41,14844.85
BF00004245,2023-11-29,FA10050,AD10050,14844.85,9.91,18.04,1.74,14834.98
BF00004246,2023-11-30,FA10050,AD10050,14834.98,4.07,5.13,3.01,14830.91
BF00004247,2023-12-01,FA10050,AD10050,14830.91,6.7,8.64,3.05,14825.92
BF00004248,2023-12-04,FA10050,AD10050,14825.92,2.59,2.94,2.13,14823.44
BF00004249,2023-12-05,FA10050,AD10050,14823.44,3.51,3.29,3.25,14820.41
BF00004250,2023-12-06,FA10050,AD10050,14820.41,1.28,11.12,2.54,14808.03
BF00004251,2023-12-07,FA10050,AD10050,14808.03,1.81,13.83,0.75,14795.26
BF00004252,2023-12-08,FA10050,AD10050,14795.26,3.0,11.72,5.79,14780.75
BF00004253,2023-12-11,FA10050,AD10050,14780.75,8.27,6.07,4.68,14778.27
BF00004254,2023-12-12,FA10050,AD10050,14778.27,6.29,1.1,0.28,14783.18
BF00004255,2023-12-13,FA10050,AD10050,14783.18,3.8,8.66,0.77,14777.55
BF00004256,2023-12-14,FA10050,AD10050,14777.55,12.27,9.29,0.64,14779.89
BF00004257,2023-12-15,FA10050,AD10050,14779.89,7.48,14.2,0.41,14772.76
BF00004258,2023-12-18,FA10050,AD10050,14772.76,13.15,11.79,0.39,14773.73
BF00004259,2023-12-19,FA10050,AD10050,14773.73,9.05,16.05,1.05,14765.68
BF00004260,2023-12-20,FA10050,AD10050,14765.68,0.22,14.42,5.66,14745.82
BF00004261,2023-12-21,FA10050,AD10050,14745.82,13.02,6.74,5.53,14746.57
BF00004262,2023-12-22,FA10050,AD10050,14746.57,12.22,11.65,5.23,14741.91
BF00004263,2023-12-26,FA10050,AD10050,14741.91,9.05,13.77,4.1,14733.09
BF00004264,2023-12-27,FA10050,AD10050,14733.09,7.62,17.63,4.83,14718.25
BF00004265,2023-12-28,FA10050,AD10050,14718.25,6.45,7.78,4.93,14711.99
BF00004266,2023-12-29,FA10050,AD10050,14711.99,6.87,11.94,5.94,14700.98
BF00004267,2024-01-02,FA10050,AD10050,14700.98,10.96,7.23,4.89,14699.82
BF00004268,2024-01-03,FA10050,AD10050,14699.82,7.31,13.59,4.92,14688.62
BF00004269,2024-01-04,FA10050,AD10050,14688.62,2.51,16.8,5.37,14668.96
BF00004270,2024-01-05,FA10050,AD10050,14668.96,0.83,16.93,3.72,14649.14
BF00004271,2024-01-08,FA10050,AD10050,14649.14,1.8,2.89,1.42,14646.63
BF00004272,2024-01-09,FA10050,AD10050,14646.63,3.58,3.76,0.56,14645.89
BF00004273,2024-01-10,FA10050,AD10050,14645.89,5.24,13.91,2.8,14634.42
BF00004274,2024-01-11,FA10050,AD10050,14634.42,12.72,11.62,0.61,14634.91
BF00004275,2024-01-12,FA10050,AD10050,14634.91,3.41,16.67,1.13,14620.52
BF00004276,2024-01-16,FA10050,AD10050,14620.52,4.55,5.78,0.16,14619.13
BF00004277,2024-01-17,FA10050,AD10050,14619.13,3.18,15.62,2.0,14604.69
BF00004278,2024-01-18,FA10050,AD10050,14604.69,7.78,12.6,6.48,14593.39
BF00004279,2024-01-19,FA10050,AD10050,14593.39,8.79,3.6,2.53,14596.05
BF00004280,2024-01-22,FA10050,AD10050,14596.05,7.58,2.33,1.61,14599.69
BF00004281,2024-01-23,FA10050,AD10050,14599.69,13.56,12.94,2.69,14597.62
BF00004282,2024-01-24,FA10050,AD10050,14597.62,14.18,2.92,2.01,14606.87
BF00004283,2024-01-25,FA10050,AD10050,14606.87,11.93,14.63,4.5,14599.67
BF00004284,2024-01-26,FA10050,AD10050,14599.67,11.47,10.26,4.24,14596.64
BF00004285,2024-01-29,FA10050,AD10050,14596.64,5.22,8.78,0.18,14592.9
BF00004286,2024-01-30,FA10050,AD10050,14592.9,8.26,5.08,3.41,14592.67
BF00004287,2024-01-31,FA10050,AD10050,14592.67,5.01,18.12,0.24,14579.32
BF00004288,2024-02-01,FA10050,AD10050,14579.32,11.18,13.3,4.52,14572.68
BF00004289,2024-02-02,FA10050,AD10050,14572.68,2.45,14.33,6.25,14554.55
BF00004290,2024-02-05,FA10050,AD10050,14554.55,3.09,14.16,6.06,14537.42
BF00004291,2024-02-06,FA10050,AD10050,14537.42,0.55,10.76,1.37,14525.84
BF00004292,2024-02-07,FA10050,AD10050,14525.84,8.68,17.31,4.96,14512.25
BF00004293,2024-02-08,FA10050,AD10050,14512.25,9.81,10.75,5.3,14506.01
BF00004294,2024-02-09,FA10050,AD10050,14506.01,0.05,9.58,5.77,14490.71
BF00004295,2024-02-12,FA10050,AD10050,14490.71,7.28,5.04,1.73,14491.22
BF00004296,2024-02-13,FA10050,AD10050,14491.22,5.37,5.19,3.01,14488.39
BF00004297,2024-02-14,FA10050,AD10050,14488.39,11.29,13.57,1.48,14484.63
BF00004298,2024-02-15,FA10050,AD10050,14484.63,0.55,6.17,0.16,14478.85
BF00004299,2024-02-16,FA10050,AD10050,14478.85,0.69,13.42,4.4,14461.72
BF00004300,2024-02-20,FA10050,AD10050,14461.72,8.84,17.55,2.88,14450.13
BF00004301,2024-02-21,FA10050,AD10050,14450.13,8.43,8.09,1.66,14448.81
BF00004302,2024-02-22,FA10050,AD10050,14448.81,11.84,1.79,5.66,14453.2
BF00004303,2024-02-23,FA10050,AD10050,14453.2,8.44,12.28,3.31,14446.05
BF00004304,2024-02-26,FA10050,AD10050,14446.05,13.53,0.18,6.64,14452.76
BF00004305,2024-02-27,FA10050,AD10050,14452.76,4.48,14.5,5.3,14437.44
BF00004306,2024-02-28,FA10050,AD10050,14437.44,5.67,9.68,5.8,14427.63
BF00004307,2024-02-29,FA10050,AD10050,14427.63,13.93,9.02,5.16,14427.38
BF00004308,2024-03-01,FA10050,AD10050,14427.38,1.53,10.49,0.71,14417.71
BF00004309,2024-03-04,FA10050,AD10050,14417.71,11.34,9.51,0.43,14419.11
BF00004310,2024-03-05,FA10050,AD10050,14419.11,0.16,5.96,6.11,14407.2
BF00004311,2024-03-06,FA10050,AD10050,14407.2,6.93,5.19,0.92,14408.02
BF00004312,2024-03-07,FA10050,AD10050,14408.02,2.19,7.65,2.61,14399.95
BF00004313,2024-03-08,FA10050,AD10050,14399.95,8.53,16.48,4.07,14387.93
BF00004314,2024-03-11,FA10050,AD10050,14387.93,11.37,2.49,1.41,14395.4
BF00004315,2024-03-12,FA10050,AD10050,14395.4,0.47,5.98,1.5,14388.39
BF00004316,2024-03-13,FA10050,AD10050,14388.39,2.33,3.54,3.11,14384.07
BF00004317,2024-03-14,FA10050,AD10050,14384.07,4.88,7.87,2.41,14378.67
BF00004318,2024-03-15,FA10050,AD10050,14378.67,3.64,2.46,4.52,14375.33
BF00004319,2024-03-18,FA10050,AD10050,14375.33,5.46,14.01,0.5,14366.28
BF00004320,2024-03-19,FA10050,AD10050,14366.28,13.56,1.91,3.26,14374.67
BF00004321,2024-03-20,FA10050,AD10050,14374.67,1.44,12.25,1.16,14362.7
BF00004322,2024-03-21,FA10050,AD10050,14362.7,6.03,4.93,4.05,14359.75
BF00004323,2024-03-22,FA10050,AD10050,14359.75,6.51,8.7,0.78,14356.78
BF00004324,2024-03-25,FA10050,AD10050,14356.78,3.99,3.68,1.32,14355.77
BF00004325,2024-03-26,FA10050,AD10050,14355.77,3.97,13.45,5.37,14340.92
BF00004326,2024-03-27,FA10050,AD10050,14340.92,10.18,17.47,1.57,14332.06
BF00004327,2024-03-28,FA10050,AD10050,14332.06,8.8,4.08,4.92,14331.86
BF00004328,2024-04-01,FA10050,AD10050,14331.86,11.58,17.56,1.82,14324.06
BF00004329,2024-04-02,FA10050,AD10050,14324.06,5.77,5.99,1.57,14322.27
BF00004330,2024-04-03,FA10050,AD10050,14322.27,8.64,10.28,2.0,14318.63
BF00004331,2024-04-04,FA10050,AD10050,14318.63,12.73,12.92,5.88,14312.56
BF00004332,2024-04-05,FA10050,AD10050,14312.56,12.13,3.67,2.65,14318.37
BF00004333,2024-04-08,FA10050,AD10050,14318.37,13.11,8.19,1.63,14321.66
BF00004334,2024-04-09,FA10050,AD10050,14321.66,3.83,1.25,3.58,14320.66
BF00004335,2024-04-10,FA10050,AD10050,14320.66,14.04,12.84,2.58,14319.28
BF00004336,2024-04-11,FA10050,AD10050,14319.28,11.63,7.67,5.28,14317.96
BF00004337,2024-04-12,FA10050,AD10050,14317.96,11.32,16.42,6.61,14306.25
BF00004338,2024-04-15,FA10050,AD10050,14306.25,9.51,5.05,3.52,14307.19
BF00004339,2024-04-16,FA10050,AD10050,14307.19,14.01,17.01,3.02,14301.17
BF00004340,2024-04-17,FA10050,AD10050,14301.17,6.29,2.6,2.29,14302.57
BF00004341,2024-04-18,FA10050,AD10050,14302.57,10.57,11.18,6.5,14295.46
BF00004342,2024-04-19,FA10050,AD10050,14295.46,9.96,5.67,3.23,14296.52
BF00004343,2024-04-22,FA10050,AD10050,14296.52,10.43,3.35,1.19,14302.41
BF00004344,2024-04-23,FA10050,AD10050,14302.41,10.71,1.73,6.47,14304.92
BF00004345,2024-04-24,FA10050,AD10050,14304.92,2.72,12.08,6.42,14289.14
BF00004346,2024-04-25,FA10050,AD10050,14289.14,4.97,4.3,2.91,14286.9
BF00004347,2024-04-26,FA10050,AD10050,14286.9,5.59,10.55,2.33,14279.61
BF00004348,2024-04-29,FA10050,AD10050,14279.61,10.66,18.04,4.54,14267.69
BF00004349,2024-04-30,FA10050,AD10050,14267.69,10.21,5.82,5.54,14266.54
BF00004350,2024-05-01,FA10050,AD10050,14266.54,11.87,0.64,3.33,14274.44
BF00004351,2024-05-02,FA10050,AD10050,14274.44,11.23,2.63,2.21,14280.83
BF00004352,2024-05-03,FA10050,AD10050,14280.83,8.49,2.2,2.01,14285.11
BF00004353,2024-05-06,FA10050,AD10050,14285.11,1.99,8.53,2.18,14276.39
BF00004354,2024-05-07,FA10050,AD10050,14276.39,9.05,13.72,0.79,14270.93
BF00004355,2024-05-08,FA10050,AD10050,14270.93,12.64,5.46,5.2,14272.91
BF00004356,2024-05-09,FA10050,AD10050,14272.91,9.16,2.69,0.7,14278.68
BF00004357,2024-05-10,FA10050,AD10050,14278.68,12.76,11.8,2.66,14276.98
BF00004358,2024-05-13,FA10050,AD10050,14276.98,14.23,5.55,5.58,14280.08
BF00004359,2024-05-14,FA10050,AD10050,14280.08,5.12,10.6,2.7,14271.9
BF00004360,2024-05-15,FA10050,AD10050,14271.9,10.31,17.2,1.97,14263.04
BF00004361,2024-05-16,FA10050,AD10050,14263.04,7.69,5.37,6.33,14259.03
BF00004362,2024-05-17,FA10050,AD10050,14259.03,6.48,9.44,0.85,14255.22
BF00004363,2024-05-20,FA10050,AD10050,14255.22,3.42,14.86,5.91,14237.87
BF00004364,2024-05-21,FA10050,AD10050,14237.87,3.5,12.74,0.41,14228.22
BF00004365,2024-05-22,FA10050,AD10050,14228.22,2.64,13.84,2.76,14214.26
BF00004366,2024-05-23,FA10050,AD10050,14214.26,9.0,14.23,4.22,14204.81
BF00004367,2024-05-24,FA10050,AD10050,14204.81,2.02,9.95,2.47,14194.41
BF00004368,2024-05-28,FA10050,AD10050,14194.41,6.15,9.87,3.57,14187.12
BF00004369,2024-05-29,FA10050,AD10050,14187.12,7.46,13.24,1.36,14179.98
BF00004370,2024-05-30,FA10050,AD10050,14179.98,6.24,12.85,3.8,14169.57
BF00004371,2024-05-31,FA10050,AD10050,14169.57,12.18,12.34,0.9,14168.51
BF00004372,2024-06-03,FA10050,AD10050,14168.51,6.31,7.04,5.32,14162.46
BF00004373,2024-06-04,FA10050,AD10050,14162.46,1.18,15.26,3.9,14144.48
BF00004374,2024-06-05,FA10050,AD10050,14144.48,14.14,4.35,3.22,14151.05
BF00004375,2024-06-06,FA10050,AD10050,14151.05,12.04,2.87,0.37,14159.85
BF00004376,2024-06-07,FA10050,AD10050,14159.85,9.4,6.36,3.34,14159.55
BF00004377,2024-06-10,FA10050,AD10050,14159.55,10.78,4.68,3.76,14161.89
BF00004378,2024-06-11,FA10050,AD10050,14161.89,1.83,12.22,1.77,14149.73
BF00004379,2024-06-12,FA10050,AD10050,14149.73,10.91,4.26,4.52,14151.86
BF00004380,2024-06-13,FA10050,AD10050,14151.86,2.96,12.09,0.51,14142.22
BF00004381,2024-06-14,FA10050,AD10050,14142.22,6.97,9.45,1.39,14138.35
BF00004382,2024-06-17,FA10050,AD10050,14138.35,2.54,2.81,4.93,14133.15
BF00004383,2024-06-18,FA10050,AD10050,14133.15,10.74,4.76,0.98,14138.15
BF00004384,2024-06-20,FA10050,AD10050,14138.15,3.5,9.61,1.64,14130.4
BF00004385,2024-06-21,FA10050,AD10050,14130.4,3.61,13.5,4.35,14116.16
BF00004386,2024-06-24,FA10050,AD10050,14116.16,1.56,7.34,4.87,14105.51
BF00004387,2024-06-25,FA10050,AD10050,14105.51,10.27,4.29,0.34,14111.15
BF00004388,2024-06-26,FA10050,AD10050,14111.15,4.22,5.44,0.85,14109.08
BF00004389,2024-06-27,FA10050,AD10050,14109.08,7.38,1.75,2.98,14111.73
BF00004390,2024-06-28,FA10050,AD10050,14111.73,4.73,0.46,3.96,14112.04
BF00004391,2024-07-01,FA10050,AD10050,14112.04,11.04,17.93,3.03,14102.12
BF00004392,2024-07-02,FA10050,AD10050,14102.12,3.23,1.78,4.32,14099.25
BF00004393,2024-07-03,FA10050,AD10050,14099.25,13.4,2.3,5.05,14105.3
BF00004394,2024-07-05,FA10050,AD10050,14105.3,4.58,16.04,6.34,14087.5
BF00004395,2024-07-08,FA10050,AD10050,14087.5,1.48,12.22,2.34,14074.42
BF00004396,2024-07-09,FA10050,AD10050,14074.42,3.42,8.03,1.09,14068.72
BF00004397,2024-07-10,FA10050,AD10050,14068.72,1.05,11.96,1.76,14056.05
BF00004398,2024-07-11,FA10050,AD10050,14056.05,6.68,17.22,0.99,14044.52
BF00004399,2024-07-12,FA10050,AD10050,14044.52,3.57,1.83,2.63,14043.63
BF00004400,2024-07-15,FA10050,AD10050,14043.63,12.62,4.49,5.83,14045.93
BF00004401,2024-07-16,FA10050,AD10050,14045.93,7.37,15.85,2.32,14035.13
BF00004402,2024-07-17,FA10050,AD10050,14035.13,3.33,14.38,0.99,14023.09
BF00004403,2024-07-18,FA10050,AD10050,14023.09,6.43,18.32,3.49,14007.71
BF00004404,2024-07-19,FA10050,AD10050,14007.71,2.79,5.78,6.62,13998.1
BF00004405,2024-07-22,FA10050,AD10050,13998.1,2.55,17.41,1.26,13981.98
BF00004406,2024-07-23,FA10050,AD10050,13981.98,4.28,6.33,5.19,13974.74
BF00004407,2024-07-24,FA10050,AD10050,13974.74,1.54,13.17,5.5,13957.61
BF00004408,2024-07-25,FA10050,AD10050,13957.61,2.69,16.26,2.68,13941.36
BF00004409,2024-07-26,FA10050,AD10050,13941.36,13.37,3.15,4.14,13947.44
BF00004410,2024-07-29,FA10050,AD10050,13947.44,9.5,3.79,2.89,13950.26
BF00004411,2024-07-30,FA10050,AD10050,13950.26,13.12,10.7,1.75,13950.93
BF00004412,2024-07-31,FA10050,AD10050,13950.93,3.66,15.54,2.85,13936.2
BF00004413,2024-08-01,FA10050,AD10050,13936.2,12.21,1.45,0.64,13946.32
BF00004414,2024-08-02,FA10050,AD10050,13946.32,5.16,15.67,4.72,13931.09
BF00004415,2024-08-05,FA10050,AD10050,13931.09,2.05,6.32,5.54,13921.28
BF00004416,2024-08-06,FA10050,AD10050,13921.28,11.47,7.48,2.05,13923.22
BF00004417,2024-08-07,FA10050,AD10050,13923.22,0.85,6.26,3.78,13914.03
BF00004418,2024-08-08,FA10050,AD10050,13914.03,5.77,16.79,1.55,13901.46
BF00004419,2024-08-09,FA10050,AD10050,13901.46,11.67,2.41,0.85,13909.87
BF00004420,2024-08-12,FA10050,AD10050,13909.87,8.79,10.58,4.43,13903.65
BF00004421,2024-08-13,FA10050,AD10050,13903.65,7.38,2.73,0.9,13907.4
BF00004422,2024-08-14,FA10050,AD10050,13907.4,5.04,17.11,5.22,13890.11
BF00004423,2024-08-15,FA10050,AD10050,13890.11,1.07,14.7,1.81,13874.67
BF00004424,2024-08-16,FA10050,AD10050,13874.67,14.12,4.31,5.47,13879.01
BF00004425,2024-08-19,FA10050,AD10050,13879.01,2.49,5.49,2.46,13873.55
BF00004426,2024-08-20,FA10050,AD10050,13873.55,3.64,7.03,2.46,13867.7
BF00004427,2024-08-21,FA10050,AD10050,13867.7,3.36,7.47,5.01,13858.58
BF00004428,2024-08-22,FA10050,AD10050,13858.58,12.94,15.06,3.41,13853.05
BF00004429,2024-08-23,FA10050,AD10050,13853.05,10.88,10.4,1.34,13852.19
BF00004430,2024-08-26,FA10050,AD10050,13852.19,6.52,7.88,5.68,13845.15
BF00004431,2024-08-27,FA10050,AD10050,13845.15,13.61,13.25,2.27,13843.24
BF00004432,2024-08-28,FA10050,AD10050,13843.24,0.75,8.43,0.69,13834.87
BF00004433,2024-08-29,FA10050,AD10050,13834.87,12.73,2.36,2.78,13842.46
BF00004434,2024-08-30,FA10050,AD10050,13842.46,0.86,1.98,3.83,13837.51
BF00004435,2024-09-03,FA10050,AD10050,13837.51,5.57,6.0,4.07,13833.01
BF00004436,2024-09-04,FA10050,AD10050,13833.01,0.77,11.11,5.58,13817.09
BF00004437,2024-09-05,FA10050,AD10050,13817.09,14.23,2.48,3.62,13825.22
BF00004438,2024-09-06,FA10050,AD10050,13825.22,13.03,10.13,1.49,13826.63
BF00004439,2024-09-09,FA10050,AD10050,13826.63,8.33,4.97,1.75,13828.24
BF00004440,2024-09-10,FA10050,AD10050,13828.24,3.1,12.81,0.67,13817.86
BF00004441,2024-09-11,FA10050,AD10050,13817.86,3.94,0.52,4.91,13816.37
BF00004442,2024-09-12,FA10050,AD10050,13816.37,6.41,8.64,0.71,13813.43
BF00004443,2024-09-13,FA10050,AD10050,13813.43,4.6,0.96,4.05,13813.02
BF00004444,2024-09-16,FA10050,AD10050,13813.02,0.3,6.09,3.99,13803.24
BF00004445,2024-09-17,FA10050,AD10050,13803.24,9.35,0.29,5.25,13807.05
BF00004446,2024-09-18,FA10050,AD10050,13807.05,8.74,8.64,0.5,13806.65
BF00004447,2024-09-19,FA10050,AD10050,13806.65,12.88,14.13,1.35,13804.05
BF00004448,2024-09-20,FA10050,AD10050,13804.05,6.79,1.85,6.07,13802.92
BF00004449,2024-09-23,FA10050,AD10050,13802.92,4.91,13.54,3.82,13790.47
BF00004450,2024-09-24,FA10050,AD10050,13790.47,7.29,10.76,3.06,13783.94
BF00004451,2024-09-25,FA10050,AD10050,13783.94,2.77,9.3,4.99,13772.42
BF00004452,2024-09-26,FA10050,AD10050,13772.42,8.91,11.04,6.03,13764.26
BF00004453,2024-09-27,FA10050,AD10050,13764.26,10.97,6.19,1.76,13767.28
BF00004454,2024-09-30,FA10050,AD10050,13767.28,2.19,13.09,6.02,13750.36
BF00004455,2024-10-01,FA10050,AD10050,13750.36,4.54,14.36,0.73,13739.81
BF00004456,2024-10-02,FA10050,AD10050,13739.81,12.36,14.34,6.53,13731.3
BF00004457,2024-10-03,FA10050,AD10050,13731.3,7.2,4.96,1.1,13732.44
BF00004458,2024-10-04,FA10050,AD10050,13732.44,7.58,12.05,1.78,13726.19
BF00004459,2024-10-07,FA10050,AD10050,13726.19,10.29,2.73,0.65,13733.1
BF00004460,2024-10-08,FA10050,AD10050,13733.1,8.23,9.13,5.37,13726.83
BF00004461,2024-10-09,FA10050,AD10050,13726.83,0.99,0.05,6.57,13721.2
BF00004462,2024-10-10,FA10050,AD10050,13721.2,11.45,3.57,1.98,13727.1
BF00004463,2024-10-11,FA10050,AD10050,13727.1,13.15,11.64,2.17,13726.44
BF00004464,2024-10-14,FA10050,AD10050,13726.44,0.76,16.11,1.86,13709.23
BF00004465,2024-10-15,FA10050,AD10050,13709.23,1.73,0.9,1.03,13709.03
BF00004466,2024-10-16,FA10050,AD10050,13709.03,10.0,10.29,5.26,13703.48
BF00004467,2024-10-17,FA10050,AD10050,13703.48,8.61,11.73,0.41,13699.95
BF00004468,2024-10-18,FA10050,AD10050,13699.95,5.45,17.18,6.46,13681.76
BF00004469,2024-10-21,FA10050,AD10050,13681.76,7.68,12.07,6.19,13671.18
BF00004470,2024-10-22,FA10050,AD10050,13671.18,10.02,1.9,0.79,13678.51
BF00004471,2024-10-23,FA10050,AD10050,13678.51,7.19,2.7,3.54,13679.46
BF00004472,2024-10-24,FA10050,AD10050,13679.46,2.0,11.71,6.63,13663.12
BF00004473,2024-10-25,FA10050,AD10050,13663.12,1.27,3.97,5.69,13654.73
BF00004474,2024-10-28,FA10050,AD10050,13654.73,6.25,17.1,4.78,13639.1
BF00004475,2024-10-29,FA10050,AD10050,13639.1,13.15,16.96,0.15,13635.14
BF00004476,2024-10-30,FA10050,AD10050,13635.14,7.95,17.48,0.46,13625.15
BF00004477,2024-10-31,FA10050,AD10050,13625.15,5.1,5.4,5.3,13619.55
BF00004478,2024-11-01,FA10050,AD10050,13619.55,12.95,13.21,2.51,13616.78
BF00004479,2024-11-04,FA10050,AD10050,13616.78,5.54,12.21,4.46,13605.65
BF00004480,2024-11-05,FA10050,AD10050,13605.65,7.25,0.66,4.94,13607.3
BF00004481,2024-11-06,FA10050,AD10050,13607.3,1.66,4.89,2.82,13601.25
BF00004482,2024-11-07,FA10050,AD10050,13601.25,10.51,3.81,0.96,13606.99
BF00004483,2024-11-08,FA10050,AD10050,13606.99,9.98,6.83,2.58,13607.56
BF00004484,2024-11-11,FA10050,AD10050,13607.56,11.32,17.56,5.82,13595.5
BF00004485,2024-11-12,FA10050,AD10050,13595.5,4.63,15.58,2.21,13582.34
BF00004486,2024-11-13,FA10050,AD10050,13582.34,6.21,5.41,0.42,13582.72
BF00004487,2024-11-14,FA10050,AD10050,13582.72,2.4,9.76,6.4,13568.96
BF00004488,2024-11-15,FA10050,AD10050,13568.96,13.74,3.54,4.55,13574.61
BF00004489,2024-11-18,FA10050,AD10050,13574.61,1.23,5.11,3.61,13567.12
BF00004490,2024-11-19,FA10050,AD10050,13567.12,9.25,1.2,5.54,13569.63
BF00004491,2024-11-20,FA10050,AD10050,13569.63,10.05,11.84,2.75,13565.09
BF00004492,2024-11-21,FA10050,AD10050,13565.09,2.25,12.1,6.58,13548.66
BF00004493,2024-11-22,FA10050,AD10050,13548.66,5.21,15.45,5.73,13532.69
BF00004494,2024-11-25,FA10050,AD10050,13532.69,0.61,16.05,1.87,13515.38
BF00004495,2024-11-26,FA10050,AD10050,13515.38,7.93,2.95,2.48,13517.88
BF00004496,2024-11-27,FA10050,AD10050,13517.88,14.18,13.69,1.84,13516.53
BF00004497,2024-11-29,FA10050,AD10050,13516.53,6.12,2.48,4.4,13515.77
BF00004498,2024-12-02,FA10050,AD10050,13515.77,14.11,6.88,4.27,13518.73
BF00004499,2024-12-03,FA10050,AD10050,13518.73,1.8,9.5,3.49,13507.54
BF00004500,2024-12-04,FA10050,AD10050,13507.54,5.59,0.91,6.45,13505.77
BF00004501,2024-12-05,FA10050,AD10050,13505.77,12.85,2.89,3.15,13512.58
